"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/04/2017","Venmo Cashout","VENMO           CASHOUT","2565.00","credit","Income","eChecking","",""
"7/31/2017","Bar Louie","BAR LOUIE ORLANDO ORLANDO FL","6.59","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"7/31/2017","Uber.com","UBER US JUL31 LZGB3 HELP.UBER.COMCA","14.44","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"7/31/2017","Dnkn Donuts Mobile","DNKN DONUTS MOBILE VCO 800-447-0013 MA","15.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"7/31/2017","Dividend","DIVIDEND","0.21","credit","Investments","Savings","",""
"7/30/2017","Crispy Dough Pizzeria","CRISPY DOUGH PIZZERIA INCBOSTON MA","4.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"7/29/2017","Uber.com","UBER US JUL29 FYVG2 HELP.UBER.COMCA","6.65","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"7/28/2017","Spotify","Spotify USA 646-8375380 NY","4.99","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"7/28/2017","Chase Crdepay","CHASE CREDIT CRDEPAY      170727","1529.11","debit","Credit Card Payment","eChecking","",""
"7/28/2017","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   170727","1066.01","credit","Paycheck","eChecking","",""
"7/28/2017","Stop & Shop","POS 0728 1519 175265 STOP   SHOP POS 0728 1519 175265 STOP   SHOP 007         JAMAICA PLAINMA","42.97","debit","Groceries","eChecking","",""
"7/27/2017","Chartwells","CHARTWELLS N21032842 BOSTON MA","1.29","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"7/27/2017","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP CANTON MA","10.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"7/27/2017","Amelia's Taqueria","AMELIA'S TAQUERIA II Boston MA","9.85","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"7/26/2017","Popeye's","NU CHARTPOPEYE28259612 BOSTON MA","6.85","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"7/26/2017","Rasi Associates Inc","RASI ASSOCIATES INC. BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"7/26/2017","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","0.99","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"7/26/2017","Fuentes Market Inc","FUENTES MARKET LIQUORS BOSTON MA","14.99","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"7/25/2017","Fresh Grocer","FRESHGROCERWALNUTST S1 PHILADELPHIA PA","9.00","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"7/25/2017","Saxbys Coffee 30th","SAXBYS COFFEE - 30TH S PHILADELPHIA PA","5.51","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"7/25/2017","Chipotle","CHIPOTLE 1214 PHILADELPHIA PA","7.35","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"7/24/2017","Copa Banana","COPABANANA PHILADELPHIA PA","18.94","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"7/24/2017","Venmo","VENMO           PAYMENT","40.30","debit","Transfer","eChecking","",""
"7/24/2017","Venmo","VENMO           PAYMENT","26.00","debit","Transfer","eChecking","",""
"7/23/2017","Green Line Cafe","SQ *GREEN LINE CAFE PHILADELPHIA PA","2.70","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"7/23/2017","CVS","CVS/PHARMACY #02755 PHILADELPHIA PA","2.99","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"7/22/2017","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP 800-447-0013 MA","15.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"7/22/2017","Local 44","LOCAL 44 PHILADELPHIA PA","25.26","debit","Gifts & Donations","Costco Anywhere Visa® Card by Citi","",""
"7/22/2017","Local 44","LOCAL 44 PHILADELPHIA PA","14.20","debit","Gifts & Donations","Costco Anywhere Visa® Card by Citi","",""
"7/21/2017","Conor Larkin Gri","CONOR LARKIN'S GRI BOSTON MA","9.02","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"7/21/2017","Amtrak","AMTRAK NRTHEAST CAFE Q12 WASHINGTON DC","8.50","debit","Travel","Costco Anywhere Visa® Card by Citi","",""
"7/21/2017","Amtrak","AMTRAK NRTHEAST CAFE Q12 WASHINGTON DC","8.50","debit","Travel","Costco Anywhere Visa® Card by Citi","",""
"7/20/2017","Chartwells","CHARTWELLS N21032842 BOSTON MA","4.15","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"7/20/2017","Winc Ca","WINC 855-282-5829 CA","9.00","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"7/20/2017","People Republik","SQ *THE PEOPLE'S REPUBLIKCambridge MA","13.80","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"7/20/2017","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","0.99","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"7/19/2017","Pho I Restaurant","PHO & I RESTAURANT 617-2620011 MA","8.83","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"7/19/2017","Dunkin Donuts","DUNKIN #350509 Q35 BOSTON MA","2.88","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"7/19/2017","Rasi Associates Inc","RASI ASSOCIATES INC. BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"7/19/2017","Domino's Pizza","DOMINO'S 3724 617-541-3525 MA","7.48","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"7/19/2017","Ben & Jerry's","BEN & JERRY'S NEWB BOSTON MA","7.50","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"7/19/2017","The Puddingstone","THE PUDDINGSTONE TAVERN BOSTON MA","14.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"7/19/2017","Chartwells","CHARTWELLS N21032842 BOSTON MA","2.19","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"7/18/2017","Five Horses Boston","FIVE HORSES BOSTON BOSTON MA","26.47","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"7/18/2017","Wollastons Market","WOLLASTON'S MARINO BOSTON MA","0.99","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"7/18/2017","Chartwells","CHARTWELLS N21032842 BOSTON MA","2.49","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"7/18/2017","Barcelona South End","BARCELONA SOUTH END BOSTON MA","28.08","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"7/17/2017","Nu Chart Kigos","NU CHART KIGOS28259588 BOSTON MA","9.55","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"7/17/2017","CVS","CVS/PHARMACY #01259 BOSTON MA","40.61","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"7/17/2017","Mbta Roxbury Xng","MBTA ROXBURY XNG ROXBURY MA","4.50","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"7/17/2017","ATM Fee","ATM 0715 1812 081552 Cardtronics ATM 0715 1812 081552 Cardtronics CCS         PROVINCETOWN MA","3.00","debit","ATM Fee","Savings","",""
"7/17/2017","ATM Cardtronics Ccs","ATM 0715 1812 081552 Cardtronics ATM 0715 1812 081552 Cardtronics CCS         PROVINCETOWN MA","40.00","debit","Cash & ATM","Savings","",""
"7/17/2017","Venmo","VENMO           PAYMENT","7.00","debit","Transfer","eChecking","",""
"7/16/2017","Circle K","CIRCLE K 07207 HOOKSETT NH","17.73","debit","Gas & Fuel","Costco Anywhere Visa® Card by Citi","",""
"7/16/2017","Convenientmd","CONVENIENTMD CONCORD NH","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"7/16/2017","Stop & Shop","STOP & SHOP 0412 BOSTON MA","11.15","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"7/15/2017","Twisted Pizza","SQ *TWISTED PIZZA Provincetown MA","8.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"7/15/2017","Local","LOCAL 186 PROVINCETOWN MA","27.61","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"7/15/2017","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP 800-447-0013 MA","10.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"7/15/2017","Central House Crown","CENTRAL HOUSE @ THE CROWNPROVINCETOWN MA","20.00","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"7/15/2017","Town Provincetown","TOWN OF PROVINCETOWN PROVINCETOWN MA","7.50","debit","Parking","Costco Anywhere Visa® Card by Citi","",""
"7/15/2017","Uber.com","UBER US JUL15 XE25W HELP.UBER.COMCA","6.63","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"7/15/2017","Pizza Days","PIZZA DAYS #3 ALLSTON MA","7.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"7/15/2017","Cafeptown Gmail.com","SQ *CAFEPTOWN@GMAIL.COM PROVINCETOWN MA","4.82","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"7/14/2017","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   170712","1066.01","credit","Paycheck","eChecking","",""
"7/13/2017","Transfer to Costco Anywhere Visa Card by Citi","CITI CARD ONLINEPAYMENT   170712","15.00","debit","Credit Card Payment","eChecking","",""
"7/13/2017","Venmo Cashout","VENMO           CASHOUT","846.39","credit","Income","eChecking","",""
"7/12/2017","Online Thank You","ONLINE PAYMENT, THANK YOU","15.00","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"7/10/2017","Dnkn Donuts Mobile","DNKN DONUTS MOBILE AP 800-447-0013XXXX-XXXX-XXXX-3897","15.00","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"7/10/2017","Check 5034","SHARE DRAFT 5034","3400.00","debit","Check","eChecking","",""
"7/05/2017","Citi Onlinepayment","CITI CARD ONLINEPAYMENT   170703","12.37","debit","Credit Card Payment","eChecking","",""
"7/05/2017","ATM Pnc Bank","ATM 0705 1000 693289 PNC BANK ATM 0705 1000 693289 PNC BANK                LODI         NJ","40.00","debit","Cash & ATM","eChecking","",""
"7/03/2017","Online Thank You","ONLINE PAYMENT, THANK YOU","12.37","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"6/30/2017","Dividend","DIVIDEND","0.21","credit","Investments","Savings","",""
"6/30/2017","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   170628","1066.01","credit","Paycheck","eChecking","",""
"6/30/2017","Venmo Cashout","VENMO           CASHOUT","1903.59","credit","Income","eChecking","",""
"6/28/2017","Spotify","Spotify USA 646-8375380 NY","9.99","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"6/27/2017","Mobil","CHASE CREDIT CRDEPAY MOBIL170626","1157.99","debit","Gas & Fuel","eChecking","",""
"6/27/2017","Citi Onlinepayment","CITI CARD ONLINEPAYMENT   170626","140.21","debit","Credit Card Payment","eChecking","",""
"6/25/2017","Online Thank You","ONLINE PAYMENT, THANK YOU","140.21","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"6/23/2017","Dunkin Donuts","DUNKIN #310144 Q35 PHILADELPHIA PA","2.38","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"6/15/2017","Uber.com","UBER US JUN15 AP4AQ HELP.UBER.COMCA","11.36","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"6/15/2017","Mobil","CHASE CREDIT CRDEPAY MOBIL170614","718.69","debit","Gas & Fuel","eChecking","",""
"6/15/2017","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   170613","1066.01","credit","Paycheck","eChecking","",""
"6/09/2017","ATM Bank America","ATM 0609 1612 464410 BANK OF AME ATM 0609 1612 464410 BANK OF AMERICA         ROXBURY      MA","83.00","debit","Financial","eChecking","",""
"6/09/2017","Check 5033","SHARE DRAFT 5033","3400.00","debit","Check","eChecking","",""
"6/07/2017","Amazon","AmazonPrime Membership amzn.com/prmeWA","99.00","credit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"6/07/2017","CVS","POS 0607 1554 827979 CVS/PHARMAC POS 0607 1554 827979 CVS/PHARMACY #0         BOSTON       MA","33.79","debit","Pharmacy","eChecking","",""
"6/06/2017","Chase Crdepay","CHASE CREDIT CRDEPAY      170605","182.57","debit","Financial","eChecking","",""
"6/05/2017","Venmo","VENMO           PAYMENT","11.44","debit","Transfer","eChecking","",""
"6/05/2017","Venmo","VENMO           PAYMENT","15.00","debit","Transfer","eChecking","",""
"6/04/2017","Dunkin Donuts","DUNKIN #304355 Q35 BOSTON MA","3.72","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"6/04/2017","Mbta South Statn","MBTA SOUTH STATN BOSTON MA","9.00","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"6/04/2017","Harpoon Brewery","Harpoon Brewery Boston MA","9.00","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"6/03/2017","Enterprise Car Tolls","ENTERPRISE CAR TOLLS 877-8601258 NY","4.95","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"6/02/2017","Venmo Cashout","VENMO           CASHOUT","2646.96","credit","Income","eChecking","",""
"5/31/2017","Myers & Chang","Myers & Chang Boston MA","42.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/31/2017","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   170526","1066.01","credit","Paycheck","eChecking","",""
"5/31/2017","Transfer from Savings","TRANSFER FROM ACCT ******0020-1 TRANSFER FROM ACCT ******0020-1 / Internet Access 05/31/2017 06:32 123","2500.00","credit","Transfer","eChecking","",""
"5/31/2017","Transfer to eChecking","TRANSFER TO ACCT ******0020-8 / TRANSFER TO ACCT ******0020-8 / Internet Access 05/31/2017 06:32 12351","2500.00","debit","Transfer","Savings","",""
"5/31/2017","Dividend","DIVIDEND","0.26","credit","Investments","Savings","",""
"5/30/2017","Rasi Associates Inc","RASI ASSOCIATES INC. BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"5/30/2017","Mbta Back Bay","MBTA BACK BAY BOSTON MA","9.00","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"5/30/2017","Dunkin Donuts","DUNKIN #350509 Q35 BOSTON MA","2.62","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/30/2017","Beehive","Beehive Boston MA","23.02","debit","Financial","Costco Anywhere Visa® Card by Citi","",""
"5/30/2017","Yamato","YAMATO BOSTON MA","23.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/30/2017","Citi Onlinepayment","CITI CARD ONLINEPAYMENT   170529","712.58","debit","Credit Card Payment","eChecking","",""
"5/29/2017","Dunkin Donuts","DUNKIN #350509 Q35 BOSTON MA","2.94","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/29/2017","Au Bon Pain","NORTHSTRN AUBONPAIN 14 BOSTON MA","1.27","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/29/2017","Lyft","LYFT *RIDE MON 7PM LYFT.COM CA","4.05","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"5/29/2017","Online Thank You","ONLINE PAYMENT, THANK YOU","712.58","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"5/28/2017","Camilo Market","CAMILO MARKET JAMAICA PLAINMA","7.99","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"5/28/2017","Spotify","Spotify USA 646-8375380 NY","9.99","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"5/28/2017","Stop & Shop","STOP & SHOP 0075 JAMAICA PLAINMA","7.35","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"5/27/2017","Pavement Coffee","SQ *PAVEMENT COFFEE BOSTON MA","7.22","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/26/2017","McDonald's","MCDONALD'S F26788 BOSTON MA","2.14","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"5/26/2017","Dunkin Donuts","DUNKIN #302195 Q35 ALLSTON MA","5.78","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/26/2017","Patel Smoke Shop","PATEL SMOKE SHOP BOSTON MA","12.00","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"5/26/2017","Pavement Coffee","SQ *PAVEMENT COFFEE BOSTON MA","2.94","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/26/2017","Fuentes Market","FUENTES MARKET LIQUORS BOSTON MA","9.99","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"5/25/2017","Dunkin Donuts","DUNKIN #339117 Q35 BOSTON MA","2.88","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/25/2017","Target","TARGET 00021675 NORTH DARTMOUMA","33.89","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"5/25/2017","Costco","WWW COSTCO COM 800-955-2292 WA","21.24","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"5/25/2017","Venmo","VENMO           PAYMENT","35.00","debit","Transfer","eChecking","",""
"5/24/2017","Chartwells N","CHARTWELLS N21032842 BOSTON MA","1.35","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"5/24/2017","Wichit","WICHIT Boston MA","11.01","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"5/24/2017","Rasi Associates Inc","RASI ASSOCIATES INC. BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"5/24/2017","N Eastrn Unv","N-EASTRN-UNV-BKSTORE#6560BOSTON MA","1.99","debit","Books & Supplies","Costco Anywhere Visa® Card by Citi","",""
"5/24/2017","Odb Liquors Boston","ODB LIQUORS BOSTON MA","9.99","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"5/24/2017","Fuentes Market","FUENTES MARKET LIQUORS BOSTON MA","9.99","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"5/24/2017","Revelator Coffe","SQ *REVELATOR COFFE BOSTON MA","3.72","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/23/2017","Pho Basil Boston","PHO BASIL - BOSTON BOSTON MA","12.45","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/23/2017","Dunkin Donuts","DUNKIN #341489 Q35 BOSTON MA","2.69","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/23/2017","Redbones Barbecue","REDBONES BARBECUE SOMERVILLE MA","16.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/23/2017","Venmo","VENMO           PAYMENT","22.48","debit","Transfer","eChecking","",""
"5/22/2017","Shell","SHELL OIL 57544188808 BOSTON MA","26.24","debit","Gas & Fuel","Costco Anywhere Visa® Card by Citi","",""
"5/22/2017","Dunkin Donuts","DUNKIN #336505 Q35 PLYMOUTH MA","9.48","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/22/2017","Joe Coffee Cafe","Joe Coffee and Cafe Provincetown MA","3.25","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/22/2017","Enterprise Rent-A-Car","ENTERPRISE RENT-A-CAR BOSTON MA","142.20","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"5/22/2017","ATM Boatslip Resort","ATM 0520 1424 119273 BOATSLIP RE ATM 0520 1424 119273 BOATSLIP RESORT         PROVINCETOWN MA","83.00","debit","Cash & ATM","Savings","",""
"5/22/2017","Land's End","ATM 0521 1417 436887 LANDS END ATM 0521 1417 436887 LANDS END               PROVINCETOWN MA","43.00","debit","Cash & ATM","Savings","",""
"5/21/2017","Local 1","LOCAL 186 PROVINCETOWN MA","38.10","debit","Gifts & Donations","Costco Anywhere Visa® Card by Citi","",""
"5/21/2017","Revelator Coffe Provinetown","SQ *REVELATOR COFFE PROVINETOWN MA","3.40","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/20/2017","Squealing Pig","THE SQUEALING PIG PROVINCETOWN MA","25.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/20/2017","Bostonhouseo Slicelife Comny","BOSTONHOUSEO SLICELIFE.COMNY","17.01","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"5/20/2017","Amazon","AmazonPrime Membership amzn.com/prmeWA","99.00","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"5/20/2017","Dunkin Donuts","DUNKIN #301429 Q35 PLYMOUTH MA","6.18","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/20/2017","CVS","CVS/PHARMACY #01259 BOSTON MA","12.34","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"5/19/2017","Dunkin Donuts","DUNKIN #350509 Q35 BOSTON MA","2.94","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/19/2017","Popeye's","NU CHARTPOPEYE28259612 BOSTON MA","6.45","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/19/2017","Au Bon Pain","NORTHSTRN AUBONPAIN 14 BOSTON MA","3.62","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/19/2017","Citi Onlinepayment","CITI CARD ONLINEPAYMENT   170518","1173.37","debit","Credit Card Payment","eChecking","",""
"5/19/2017","Venmo","VENMO           PAYMENT","116.00","debit","Transfer","eChecking","",""
"5/18/2017","McDonald's","MCDONALD'S F26788 BOSTON MA","2.68","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"5/18/2017","Transfer to Savings","TRANSFER TO ACCT ******0020-1 / TRANSFER TO ACCT ******0020-1 / Internet Access 05/18/2017 08:17 12200","2500.00","debit","Transfer","eChecking","",""
"5/18/2017","Transfer from eChecking","TRANSFER FROM ACCT ******0020-8 TRANSFER FROM ACCT ******0020-8 / Internet Access 05/18/2017 08:17 122","2500.00","credit","Transfer","Savings","",""
"5/17/2017","Dunkin Donuts","DUNKIN #304355 Q35 BOSTON MA","1.81","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/17/2017","Mission Hill Liquor","MISSION HILL LIQUORS ROXBURY MA","21.45","debit","Alcohol & Bars","Costco Anywhere Visa® Card by Citi","",""
"5/17/2017","Rasi Associates Inc","RASI ASSOCIATES INC. BOSTON MA","25.00","debit","Doctor","Costco Anywhere Visa® Card by Citi","",""
"5/17/2017","Mbta Roxbury Xng","MBTA ROXBURY XNG ROXBURY MA","9.00","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"5/17/2017","Finagle A Bagel","FINAGLE A BAGEL-101 BOSTON MA","2.34","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/17/2017","Online Thank You","ONLINE PAYMENT, THANK YOU","1173.37","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"5/16/2017","Punjab Palace","PUNJAB PALACE ALLSTON MA","57.72","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/16/2017","Good Vibrations","GOOD VIBRATIONS BOSTON BROOKLINE MA","38.62","debit","Clothing","Costco Anywhere Visa® Card by Citi","",""
"5/16/2017","Nu Chart Sweet","NU CHART SWEET28259596 BOSTON MA","6.74","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"5/16/2017","Dunkin Donuts","DUNKIN #341489 Q35 BOSTON MA","2.69","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/15/2017","Deposit","DEPOSIT","753.00","credit","Income","eChecking","",""
"5/15/2017","CVS","CVS/PHARMACY #01259 BOSTON MA","3.39","debit","Pharmacy","Costco Anywhere Visa® Card by Citi","",""
"5/15/2017","Revelator Coffe","SQ *REVELATOR COFFE BOSTON MA","2.66","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/15/2017","Thaitation","THAITATION BOSTON MA","16.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/15/2017","Walgreens","POS 0513 1727 979584 WALGREENS S POS 0513 1727 979584 WALGREENS STORE         BOSTON       MA","22.99","debit","Pharmacy","eChecking","",""
"5/14/2017","Aramark","ARAMARK FENWAY PARK BOSTON MA","8.75","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"5/14/2017","Lyft","LYFT *RIDE SUN 8PM LYFT.COM CA","7.35","debit","Rental Car & Taxi","Costco Anywhere Visa® Card by Citi","",""
"5/14/2017","Dunkin Donuts","DUNKIN #301697 Q35 BOSTON MA","2.55","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/14/2017","Sq Pavement Coffee","SQ *PAVEMENT COFFEE BOSTON MA","12.57","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/14/2017","Stop & Shop","STOP & SHOP 0075 JAMAICA PLAINMA","86.28","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"5/13/2017","Mbta Harvard","MBTA HARVARD CAMBRIDGE MA","9.00","debit","Travel","Costco Anywhere Visa® Card by Citi","",""
"5/13/2017","Trophy Room","THE TROPHY ROOM BOSTON MA","17.00","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"5/13/2017","Trophy Room","THE TROPHY ROOM BOSTON MA","8.00","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"5/12/2017","Dunkin Donuts","DUNKIN #350509 Q35 BOSTON MA","5.40","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
"5/12/2017","Chartwells N","CHARTWELLS N21032842 BOSTON MA","2.18","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"5/12/2017","Sq","SQ *333 Boston MA","25.00","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"5/12/2017","Stop & Shop","STOP & SHOP 0412 BOSTON MA","6.26","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"5/12/2017","Conor Larkin Gri","CONOR LARKIN'S GRI BOSTON MA","23.00","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"5/12/2017","Wine & Spirits","HILLSIDE WINE SPIRIT MEDFORD MA","9.99","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"5/12/2017","Northeastern Unipayroll","NORTHEASTERN UNIPAYROLL   170510","1066.01","credit","Paycheck","eChecking","",""
"5/11/2017","Popeye's","NU CHARTPOPEYE28259612 BOSTON MA","6.45","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/11/2017","Chartwells N","CHARTWELLS N21032404 BOSTON MA","5.26","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"5/10/2017","Chutneys","CHUTNEYS BOSTON MA","9.61","debit","Food & Dining","Costco Anywhere Visa® Card by Citi","",""
"5/10/2017","Mbta Davis Square","MBTA DAVIS SQUARE SOMERVILLE MA","9.00","debit","Public Transportation","Costco Anywhere Visa® Card by Citi","",""
"5/10/2017","Park Restaurant Ba","PARK RESTAURANT AND BA CAMBRIDGE MA","28.07","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"5/10/2017","Wendy's","WENDYS #8301 BOSTON MA","2.12","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"5/10/2017","Dunkin Donuts","DUNKIN #350509 Q35 BOSTON MA","5.71","debit","Coffee Shops","Costco Anywhere Visa® Card by Citi","",""
